Issued date,Invoice ID,Type,Due date,Status,Currency,Invoice amount,Balance due,Billing period,Service provider,Charge type,Purchase order ID,Payer account ID
"April 1, 2026","2573522861","Invoice","April 1, 2026","Past due","INR","241.55","241.55","March 2026","AWS India","Usage","-","703671933007"
